Transaction_ID,Customer_ID,Amount,Payment_Method,Location,Risk_Score,Risk_Level,Fraud_Reason,Transaction_Date,Transaction_Time
TXN00061713,CUST09486,852.12,Net Banking,Hyderabad,25,Low,IP Mismatch,2024-08-15,01:26:58
TXN00054054,CUST08879,741.15,UPI,Thiruvananthapuram,25,Low,IP Mismatch,2024-06-15,00:30:47
TXN00050301,CUST00546,721.2,UPI,Bengaluru,25,Low,IP Mismatch,2024-07-03,00:51:10
TXN00041078,CUST07691,585.37,UPI,Kochi,25,Low,IP Mismatch,2021-07-09,03:11:14
TXN00042442,CUST02889,582.05,Debit Card,Visakhapatnam,25,Low,IP Mismatch,2023-10-18,00:41:16
TXN00022931,CUST01062,498.04,UPI,Gurugram,25,Low,IP Mismatch,2024-03-04,05:37:51
TXN00024337,CUST01500,475.99,Debit Card,Bhubaneswar,25,Low,IP Mismatch,2025-03-02,04:22:47
TXN00053821,CUST09302,450.31,UPI,Nashik,25,Low,IP Mismatch,2024-05-29,04:46:52
TXN00069218,CUST04266,420.1,Net Banking,Bhopal,25,Low,IP Mismatch,2023-10-16,02:08:11
TXN00016791,CUST03274,383.45,Debit Card,Navi Mumbai,25,Low,IP Mismatch,2023-09-05,01:46:23
TXN00085822,CUST03747,376.8,UPI,Chandigarh,25,Low,IP Mismatch,2023-04-29,05:43:11
TXN00094780,CUST08986,292.81,Debit Card,Lucknow,25,Low,IP Mismatch,2024-01-22,05:52:21
TXN00037881,CUST04813,269.41,UPI,Mysuru,25,Low,IP Mismatch,2024-12-16,03:13:46
TXN00042926,CUST01611,265.85,Net Banking,Mumbai,25,Low,IP Mismatch,2024-03-02,02:05:44
TXN00021404,CUST02642,244.5,Net Banking,Kolkata,25,Low,IP Mismatch,2022-07-23,04:36:10
TXN00041205,CUST02305,234.83,Credit Card,Vadodara,25,Low,IP Mismatch,2023-10-23,01:34:55
TXN00049048,CUST05226,225.76,Credit Card,Delhi,25,Low,IP Mismatch,2023-05-24,04:39:40
TXN00047589,CUST06035,186.1,UPI,Bhopal,25,Low,IP Mismatch,2025-11-17,05:20:01
TXN00000550,CUST07959,110.91,UPI,Mysuru,25,Low,IP Mismatch,2021-12-25,00:39:44
TXN00034185,CUST05998,56.66,Net Banking,Kochi,25,Low,IP Mismatch,2022-11-21,03:22:19
TXN00008092,CUST09170,43.05,Debit Card,Jaipur,25,Low,IP Mismatch,2023-10-12,05:44:39
TXN00005908,CUST02186,22.77,UPI,Mysuru,25,Low,IP Mismatch,2021-04-09,02:22:00
TXN00047546,CUST00750,500000.0,UPI,Patna,20,Low,High Amount Anomaly,2024-01-13,16:46:15
TXN00061998,CUST01816,500000.0,UPI,Chennai,20,Low,High Amount Anomaly,2024-04-21,15:45:03
TXN00028388,CUST02111,500000.0,Credit Card,Patna,20,Low,High Amount Anomaly,2024-06-28,11:47:33
TXN00009836,CUST00470,500000.0,UPI,Vadodara,20,Low,High Amount Anomaly,2025-09-30,16:43:08
TXN00083827,CUST06196,413160.17,Wallet,Hyderabad,20,Low,High Amount Anomaly,2022-11-04,12:44:25
TXN00020931,CUST05302,405740.78,Credit Card,Gurugram,20,Low,High Amount Anomaly,2024-12-27,10:29:45
TXN00039012,CUST04736,403717.09,Credit Card,Patna,20,Low,High Amount Anomaly,2025-04-23,09:09:34
TXN00096239,CUST00926,392279.21,UPI,Mumbai,20,Low,High Amount Anomaly,2022-04-13,16:04:24
TXN00011536,CUST04136,392206.07,UPI,Navi Mumbai,20,Low,High Amount Anomaly,2022-11-19,15:45:28
TXN00021465,CUST07736,365102.88,UPI,Thiruvananthapuram,20,Low,High Amount Anomaly,2022-07-11,17:02:12
TXN00070162,CUST01502,353385.83,Wallet,Kochi,20,Low,High Amount Anomaly,2025-08-18,14:44:00
TXN00044870,CUST04972,337400.24,UPI,Mumbai,20,Low,High Amount Anomaly,2024-03-27,19:22:26
TXN00007876,CUST02790,321787.08,UPI,Vadodara,20,Low,High Amount Anomaly,2025-05-26,11:58:10
TXN00099673,CUST04828,315475.19,Credit Card,Chandigarh,20,Low,High Amount Anomaly,2023-12-25,16:50:16
TXN00042020,CUST02403,309242.18,Credit Card,Nagpur,20,Low,High Amount Anomaly,2025-04-20,16:18:40
TXN00065796,CUST08043,260752.42,Net Banking,Thiruvananthapuram,20,Low,High Amount Anomaly,2022-06-01,20:47:12
TXN00022569,CUST00817,259689.42,UPI,Nashik,20,Low,High Amount Anomaly,2023-09-12,23:08:22
TXN00026784,CUST05023,255614.18,UPI,Kochi,20,Low,High Amount Anomaly,2024-05-22,10:39:42
TXN00041556,CUST09513,254391.33,UPI,Gurugram,20,Low,High Amount Anomaly,2024-11-18,09:58:02
TXN00089140,CUST01121,252998.32,UPI,Chennai,20,Low,High Amount Anomaly,2025-02-27,08:52:05
TXN00072778,CUST01617,242196.22,UPI,Noida,20,Low,High Amount Anomaly,2023-12-09,06:08:25
TXN00039038,CUST03269,236702.88,UPI,Thane,20,Low,High Amount Anomaly,2022-02-23,16:31:19
TXN00091853,CUST03005,218367.57,Net Banking,Mysuru,20,Low,High Amount Anomaly,2021-11-07,21:33:11
TXN00038673,CUST07603,203641.36,Credit Card,Thiruvananthapuram,20,Low,High Amount Anomaly,2021-07-04,18:02:38
TXN00007242,CUST05390,199704.42,UPI,Navi Mumbai,20,Low,High Amount Anomaly,2022-06-03,20:32:01
TXN00018535,CUST07134,194384.27,Credit Card,Jaipur,20,Low,High Amount Anomaly,2023-12-08,19:17:08
TXN00010513,CUST02383,186582.26,Credit Card,Ranchi,20,Low,High Amount Anomaly,2025-08-28,10:12:21
TXN00017500,CUST09846,186111.88,Debit Card,Bhopal,20,Low,High Amount Anomaly,2021-06-17,13:05:49
TXN00084742,CUST01901,177693.66,UPI,Aurangabad,20,Low,High Amount Anomaly,2021-04-30,13:00:08
TXN00096053,CUST08382,177203.27,UPI,Hyderabad,20,Low,High Amount Anomaly,2023-07-31,06:33:17
TXN00022182,CUST01121,173221.02,Credit Card,Chennai,20,Low,High Amount Anomaly,2023-04-23,07:17:26
TXN00065640,CUST07794,169196.57,Debit Card,Aurangabad,20,Low,High Amount Anomaly,2024-07-30,10:52:37
TXN00078658,CUST08484,165397.7,UPI,Chandigarh,20,Low,Repeated Failed Attempts,2025-08-30,14:40:59
TXN00072823,CUST04920,164550.17,Net Banking,Gurugram,20,Low,High Amount Anomaly,2021-11-30,11:36:03
TXN00060005,CUST06984,162903.9,UPI,Vadodara,20,Low,Velocity Attack,2025-10-19,21:44:36
TXN00088698,CUST05434,161284.32,UPI,Navi Mumbai,20,Low,High Amount Anomaly,2021-05-06,09:43:55
TXN00066226,CUST03869,161125.64,UPI,Delhi,20,Low,High Amount Anomaly,2022-10-17,23:10:39
TXN00058887,CUST08627,160414.17,Net Banking,Thane,20,Low,High Amount Anomaly,2024-08-03,22:48:32
TXN00075960,CUST04838,158439.28,Net Banking,Hyderabad,20,Low,High Amount Anomaly,2022-05-15,06:22:18
TXN00018433,CUST09769,158341.73,UPI,Mumbai,20,Low,High Amount Anomaly,2021-08-12,08:50:31
TXN00047562,CUST09426,156724.32,UPI,Gurugram,20,Low,High Amount Anomaly,2025-04-06,21:17:00
TXN00087837,CUST06852,153206.34,UPI,Chennai,20,Low,High Amount Anomaly,2022-05-25,22:06:15
TXN00019507,CUST09852,139555.01,Wallet,Ranchi,20,Low,High Amount Anomaly,2021-01-11,14:40:38
TXN00022596,CUST07424,137708.43,UPI,Kochi,20,Low,High Amount Anomaly,2023-05-04,06:45:09
TXN00067990,CUST08340,137011.3,UPI,Kochi,20,Low,High Amount Anomaly,2025-08-23,21:50:30
TXN00054128,CUST00219,134347.68,Credit Card,Ahmedabad,20,Low,High Amount Anomaly,2023-12-19,14:23:45
TXN00055808,CUST04828,131926.17,UPI,Chandigarh,20,Low,Repeated Failed Attempts,2023-12-10,18:04:13
TXN00000412,CUST09483,125039.48,Net Banking,Ahmedabad,20,Low,High Amount Anomaly,2025-05-15,13:38:06
TXN00015398,CUST00202,121772.68,UPI,Pune,20,Low,Velocity Attack,2023-04-21,12:43:09
TXN00004206,CUST05858,121409.72,UPI,Delhi,20,Low,High Amount Anomaly,2025-07-08,21:33:31
TXN00047873,CUST07926,110689.86,Debit Card,Pune,20,Low,High Amount Anomaly,2025-10-19,08:29:51
TXN00057641,CUST00274,106439.24,Net Banking,Vadodara,20,Low,High Amount Anomaly,2021-05-20,10:44:23
TXN00031657,CUST01985,105293.97,UPI,Ahmedabad,20,Low,High Amount Anomaly,2022-12-05,11:29:53
TXN00009398,CUST09511,71151.84,Wallet,Thiruvananthapuram,20,Low,New Device,2025-12-11,20:11:48
TXN00014457,CUST04362,68932.19,AEPS,Chandigarh,20,Low,New Device,2022-01-21,20:45:03
TXN00067509,CUST07670,65412.29,UPI,Bengaluru,20,Low,Location Mismatch,2021-04-01,15:26:48
TXN00096744,CUST09469,61405.8,UPI,Thane,20,Low,Location Mismatch,2023-05-12,21:49:05
TXN00077611,CUST02852,51666.35,Credit Card,Mysuru,20,Low,New Device,2021-06-28,18:19:13
TXN00094700,CUST03882,50711.33,UPI,Surat,20,Low,New Device,2022-06-05,20:21:14
TXN00051967,CUST08673,49901.56,Credit Card,Pune,20,Low,New Device,2024-10-28,08:35:52
TXN00054905,CUST09052,46877.37,UPI,Bhubaneswar,20,Low,Location Mismatch,2025-01-05,17:28:16
TXN00050692,CUST04032,45598.64,UPI,Chandigarh,20,Low,New Device,2021-05-31,16:26:12
TXN00077277,CUST08343,43218.42,Wallet,Coimbatore,20,Low,New Device,2022-10-06,17:42:38
TXN00015987,CUST04621,41887.41,Net Banking,Indore,20,Low,New Device,2023-08-16,20:27:56
TXN00038087,CUST05431,40905.26,UPI,Indore,20,Low,New Device,2025-01-07,14:34:26
TXN00071836,CUST04538,38820.94,Debit Card,Surat,20,Low,Location Mismatch,2022-06-06,10:26:33
TXN00096708,CUST06586,38256.25,Credit Card,Coimbatore,20,Low,New Device,2022-03-18,09:12:18
TXN00041427,CUST05974,38097.93,UPI,Kolkata,20,Low,New Device,2025-08-27,10:56:39
TXN00090525,CUST06571,37972.16,Debit Card,Gurugram,20,Low,Location Mismatch,2021-12-30,13:17:20
TXN00046827,CUST00502,37107.08,UPI,Pune,20,Low,New Device,2021-10-05,14:10:00
TXN00058947,CUST01047,36817.02,UPI,Lucknow,20,Low,Location Mismatch,2022-01-12,06:58:26
TXN00009981,CUST09535,34880.94,UPI,Gurugram,20,Low,New Device,2021-05-30,09:30:51
TXN00052968,CUST01900,34126.56,UPI,Visakhapatnam,20,Low,Location Mismatch,2025-05-03,17:57:29
TXN00014664,CUST02870,33940.92,Wallet,Ahmedabad,20,Low,Location Mismatch,2025-03-21,15:56:42
TXN00070993,CUST06857,32133.29,UPI,Thiruvananthapuram,20,Low,New Device,2022-08-29,23:34:42
TXN00022514,CUST04613,31724.59,Credit Card,Thane,20,Low,New Device,2025-12-11,13:22:32
TXN00075341,CUST06857,31342.42,UPI,Vadodara,20,Low,Location Mismatch,2023-07-17,22:15:55
TXN00038474,CUST01517,31341.44,UPI,Jaipur,20,Low,Location Mismatch,2025-04-21,06:00:05
TXN00099879,CUST06256,29690.83,UPI,Vadodara,20,Low,New Device,2023-12-10,10:23:25
TXN00079084,CUST05633,29640.75,UPI,Bengaluru,20,Low,Location Mismatch,2022-10-05,14:01:09
TXN00092757,CUST09134,29433.39,UPI,Coimbatore,20,Low,Location Mismatch,2025-08-25,09:55:02
TXN00038301,CUST06710,28883.91,Credit Card,Coimbatore,20,Low,Location Mismatch,2024-12-01,23:42:41
TXN00049883,CUST09888,28597.33,UPI,Vadodara,20,Low,Location Mismatch,2021-08-22,17:20:55
TXN00040558,CUST01202,25831.51,UPI,Jaipur,20,Low,Location Mismatch,2024-05-16,18:45:11
TXN00002044,CUST01931,25717.73,Credit Card,Noida,20,Low,New Device,2022-03-07,10:35:03
TXN00072943,CUST08142,25270.63,UPI,Indore,20,Low,New Device,2022-09-17,06:28:39
TXN00077553,CUST01617,23582.55,Debit Card,Noida,20,Low,New Device,2025-08-25,18:32:20
TXN00096851,CUST05477,23375.82,UPI,Mysuru,20,Low,New Device,2022-02-20,11:13:04
TXN00048537,CUST05396,21696.8,UPI,Bhopal,20,Low,New Device,2021-11-06,20:15:53
TXN00047580,CUST00889,21658.14,UPI,Nashik,20,Low,Location Mismatch,2021-07-26,22:51:30
TXN00080423,CUST07526,21026.95,UPI,Bhopal,20,Low,New Device,2025-05-24,06:15:50
TXN00000696,CUST02463,20931.77,UPI,Kochi,20,Low,Location Mismatch,2024-08-15,11:40:09
TXN00055756,CUST01515,20173.79,Credit Card,Noida,20,Low,New Device,2023-09-11,08:27:04
TXN00069970,CUST01374,20170.21,Debit Card,Patna,20,Low,Location Mismatch,2025-11-05,15:22:07
TXN00003780,CUST04576,20112.04,UPI,Delhi,20,Low,New Device,2021-10-24,08:58:15
TXN00099636,CUST05477,19229.7,UPI,Noida,20,Low,Location Mismatch,2022-11-04,08:35:12
TXN00021835,CUST02559,19145.5,UPI,Ranchi,20,Low,New Device,2022-06-30,18:36:54
TXN00011710,CUST03678,19020.52,Net Banking,Mumbai,20,Low,Location Mismatch,2023-11-26,14:38:22
TXN00030097,CUST03009,18984.35,UPI,Indore,20,Low,New Device,2022-02-16,21:45:22
TXN00007341,CUST02425,18450.43,Debit Card,Nagpur,20,Low,Location Mismatch,2023-04-22,17:48:14
TXN00045371,CUST09842,17679.33,Wallet,Kochi,20,Low,New Device,2023-05-28,12:45:03
TXN00083174,CUST07363,16952.81,UPI,Pune,20,Low,Velocity Attack,2025-06-05,23:36:00
TXN00051381,CUST00204,16799.16,UPI,Bhubaneswar,20,Low,New Device,2025-08-12,10:04:08
TXN00034726,CUST05026,16588.03,Wallet,Navi Mumbai,20,Low,Location Mismatch,2023-05-24,06:56:02
TXN00000396,CUST05578,16436.88,UPI,Mysuru,20,Low,New Device,2021-05-02,10:21:08
TXN00087922,CUST08951,16345.69,Credit Card,Mysuru,20,Low,New Device,2025-08-27,10:36:10
TXN00053643,CUST00304,15365.42,Credit Card,Lucknow,20,Low,Location Mismatch,2022-01-07,18:16:54
TXN00011254,CUST09349,15363.48,UPI,Ranchi,20,Low,New Device,2023-09-12,18:06:23
TXN00068035,CUST06560,14966.56,Credit Card,Kolkata,20,Low,New Device,2022-02-06,15:48:14
TXN00085638,CUST05689,14754.44,UPI,Kolkata,20,Low,New Device,2022-01-24,08:46:34
TXN00003820,CUST03850,14702.32,Credit Card,Chandigarh,20,Low,Location Mismatch,2025-03-20,11:15:07
TXN00053910,CUST09478,14402.6,UPI,Kochi,20,Low,Location Mismatch,2023-06-13,09:37:27
TXN00097048,CUST04682,14175.44,UPI,Visakhapatnam,20,Low,Location Mismatch,2021-06-19,08:56:30
TXN00044682,CUST05037,13840.56,AEPS,Nagpur,20,Low,Location Mismatch,2025-03-28,23:34:14
TXN00065620,CUST06459,13592.91,UPI,Jaipur,20,Low,Location Mismatch,2023-07-08,18:45:37
TXN00066616,CUST09743,12882.32,UPI,Bhopal,20,Low,New Device,2025-06-25,06:55:47
TXN00098442,CUST03651,12779.97,UPI,Vadodara,20,Low,Location Mismatch,2025-02-22,12:46:03
TXN00055226,CUST07845,12706.53,UPI,Kolkata,20,Low,New Device,2021-03-09,20:41:33
TXN00015684,CUST05173,12407.65,UPI,Kochi,20,Low,Location Mismatch,2024-02-11,12:42:08
TXN00087609,CUST04680,12345.07,Credit Card,Surat,20,Low,New Device,2021-10-22,11:14:29
TXN00033413,CUST05954,12296.88,UPI,Kochi,20,Low,Location Mismatch,2022-02-03,23:08:23
TXN00045611,CUST08682,12219.69,UPI,Ahmedabad,20,Low,Location Mismatch,2024-02-04,06:05:31
TXN00061028,CUST08837,12065.2,UPI,Vadodara,20,Low,New Device,2021-02-03,13:43:46
TXN00098239,CUST07244,12028.82,UPI,Patna,20,Low,New Device,2025-10-14,12:05:12
TXN00094853,CUST03383,11842.12,UPI,Chennai,20,Low,Location Mismatch,2025-09-04,23:37:11
TXN00098017,CUST07120,11206.38,Credit Card,Bhubaneswar,20,Low,New Device,2022-10-25,09:50:43
TXN00009118,CUST01227,10850.29,Debit Card,Indore,20,Low,New Device,2022-10-10,14:29:49
TXN00014610,CUST04680,10850.16,UPI,Ranchi,20,Low,Location Mismatch,2025-06-18,10:18:30
TXN00077652,CUST03357,10814.23,Credit Card,Mumbai,20,Low,New Device,2025-07-23,22:26:52
TXN00006689,CUST09342,10564.25,Credit Card,Surat,20,Low,New Device,2021-09-30,19:14:32
TXN00035663,CUST05308,10561.28,UPI,Patna,20,Low,Location Mismatch,2025-08-07,11:23:45
TXN00092671,CUST06548,10274.57,UPI,Coimbatore,20,Low,Location Mismatch,2021-05-28,10:26:11
TXN00078615,CUST01546,10197.82,UPI,Kochi,20,Low,Location Mismatch,2023-07-08,15:29:52
TXN00019582,CUST03194,10194.28,Debit Card,Bhubaneswar,20,Low,New Device,2023-02-18,09:17:58
TXN00019039,CUST08336,10149.4,UPI,Pune,20,Low,Location Mismatch,2025-03-09,06:35:32
TXN00061275,CUST01606,10073.61,UPI,Pune,20,Low,New Device,2021-12-05,20:05:56
TXN00060843,CUST02448,9829.41,UPI,Mumbai,20,Low,New Device,2024-01-04,19:16:15
TXN00085403,CUST02282,9799.06,Credit Card,Kolkata,20,Low,New Device,2025-06-10,19:11:11
TXN00029495,CUST05956,9668.31,UPI,Thane,20,Low,New Device,2021-01-21,18:27:48
TXN00057674,CUST00626,9643.57,Debit Card,Noida,20,Low,New Device,2025-02-12,17:22:16
TXN00056014,CUST08714,9501.55,UPI,Mysuru,20,Low,New Device,2024-10-14,06:37:22
TXN00013669,CUST03791,9163.69,UPI,Coimbatore,20,Low,New Device,2022-11-19,18:55:37
TXN00052257,CUST02576,9050.23,UPI,Thiruvananthapuram,20,Low,Location Mismatch,2025-05-26,06:42:10
TXN00059763,CUST06149,9008.94,Net Banking,Nagpur,20,Low,New Device,2023-03-11,13:34:51
TXN00064474,CUST07559,8904.75,Debit Card,Chennai,20,Low,New Device,2024-01-03,19:18:14
TXN00090169,CUST00252,8886.91,AEPS,Jaipur,20,Low,New Device,2023-05-12,19:43:17
TXN00077976,CUST01590,8770.5,UPI,Indore,20,Low,New Device,2023-04-09,16:05:40
TXN00092317,CUST00592,8688.99,UPI,Lucknow,20,Low,New Device,2022-01-18,19:41:43
TXN00030667,CUST04709,8478.22,AEPS,Lucknow,20,Low,New Device,2025-08-26,20:33:49
TXN00069923,CUST02946,8434.26,UPI,Nagpur,20,Low,New Device,2023-08-20,08:28:58
TXN00003895,CUST07040,8287.36,UPI,Lucknow,20,Low,Location Mismatch,2025-02-15,16:37:46
TXN00023877,CUST08590,7914.5,UPI,Bengaluru,20,Low,New Device,2025-08-05,20:49:04
TXN00086389,CUST04802,7757.36,Net Banking,Hyderabad,20,Low,Location Mismatch,2024-02-24,20:11:08
TXN00037552,CUST01796,7714.84,Wallet,Visakhapatnam,20,Low,New Device,2024-12-16,18:25:56
TXN00079381,CUST02235,7594.63,Credit Card,Visakhapatnam,20,Low,New Device,2025-06-05,16:37:08
TXN00028281,CUST04411,7544.54,UPI,Kochi,20,Low,New Device,2025-10-18,23:03:22
TXN00099981,CUST01788,7277.78,Debit Card,Indore,20,Low,New Device,2022-09-16,11:09:26
TXN00021661,CUST01414,7277.21,Net Banking,Gurugram,20,Low,Location Mismatch,2022-12-07,18:40:14
TXN00012244,CUST09924,7155.85,Debit Card,Delhi,20,Low,New Device,2021-09-06,10:38:12
TXN00023481,CUST05775,6826.91,Credit Card,Bengaluru,20,Low,Location Mismatch,2025-09-03,08:26:00
TXN00094521,CUST09241,6822.52,UPI,Lucknow,20,Low,New Device,2025-03-09,10:02:35
TXN00020065,CUST08577,6794.12,UPI,Jaipur,20,Low,New Device,2022-07-28,18:44:16
TXN00011904,CUST03095,6775.73,UPI,Pune,20,Low,Location Mismatch,2022-04-26,19:16:06
TXN00079458,CUST06069,6741.3,Debit Card,Thane,20,Low,New Device,2024-04-27,10:05:54
TXN00021973,CUST00060,6739.08,Debit Card,Noida,20,Low,New Device,2025-09-14,08:46:09
TXN00062842,CUST00875,6692.38,UPI,Navi Mumbai,20,Low,Location Mismatch,2023-02-05,08:10:01
TXN00076467,CUST03888,6687.36,Credit Card,Nagpur,20,Low,Location Mismatch,2025-06-16,06:31:32
TXN00006229,CUST02253,6674.51,AEPS,Kochi,20,Low,New Device,2022-04-22,18:25:21
TXN00097959,CUST08398,6574.59,Credit Card,Mumbai,20,Low,New Device,2025-01-25,07:57:13
TXN00065593,CUST07511,6471.1,UPI,Mumbai,20,Low,New Device,2023-12-22,17:35:13
TXN00042973,CUST03042,6429.0,UPI,Visakhapatnam,20,Low,Location Mismatch,2025-11-08,07:43:07
TXN00096908,CUST03673,6341.32,UPI,Hyderabad,20,Low,Location Mismatch,2021-06-30,15:13:40
TXN00019069,CUST01177,6232.78,UPI,Chennai,20,Low,Location Mismatch,2022-08-24,13:24:03
TXN00032653,CUST04413,6132.6,Credit Card,Coimbatore,20,Low,Location Mismatch,2021-02-25,09:48:17
TXN00002433,CUST09575,6018.25,UPI,Navi Mumbai,20,Low,Location Mismatch,2021-05-16,23:55:34
TXN00067887,CUST01221,5997.47,Credit Card,Kochi,20,Low,Location Mismatch,2025-01-06,07:33:14
TXN00001870,CUST03100,5927.15,Net Banking,Ahmedabad,20,Low,New Device,2024-03-27,23:26:53
TXN00056668,CUST03890,5910.59,Debit Card,Gurugram,20,Low,New Device,2022-06-05,07:41:14
TXN00051088,CUST07440,5861.42,UPI,Mysuru,20,Low,Location Mismatch,2022-08-09,16:37:38
TXN00086819,CUST05451,5860.05,Debit Card,Ranchi,20,Low,Location Mismatch,2021-12-06,15:02:21
TXN00017673,CUST08365,5808.09,UPI,Navi Mumbai,20,Low,Location Mismatch,2021-07-06,07:36:47
TXN00090089,CUST08457,5806.13,UPI,Gurugram,20,Low,Location Mismatch,2024-06-30,19:52:51
TXN00037740,CUST01287,5804.86,Wallet,Nagpur,20,Low,New Device,2025-08-31,13:09:10
TXN00069810,CUST06409,5592.95,UPI,Vadodara,20,Low,New Device,2024-05-28,18:26:40
TXN00045903,CUST04902,5579.34,UPI,Bengaluru,20,Low,Location Mismatch,2022-02-03,21:53:46
TXN00000949,CUST02048,5567.95,UPI,Mysuru,20,Low,New Device,2024-12-02,18:19:36
TXN00052773,CUST02404,5500.36,UPI,Nashik,20,Low,New Device,2023-12-26,06:44:14
TXN00068174,CUST04311,5362.87,UPI,Chennai,20,Low,New Device,2021-12-03,21:49:30
TXN00069797,CUST07079,5335.64,Debit Card,Kochi,20,Low,Location Mismatch,2023-01-17,18:39:01
TXN00074246,CUST02885,5334.15,UPI,Jaipur,20,Low,Velocity Attack,2022-03-28,23:15:20
TXN00088351,CUST09139,5300.59,UPI,Bhopal,20,Low,New Device,2025-03-13,16:21:02
TXN00076353,CUST06924,5239.15,UPI,Surat,20,Low,New Device,2022-10-18,13:11:46
TXN00065116,CUST06852,5155.25,UPI,Chennai,20,Low,New Device,2021-05-20,07:15:17
TXN00024887,CUST06577,5144.0,UPI,Delhi,20,Low,New Device,2021-03-13,10:10:24
TXN00039875,CUST00500,5127.9,UPI,Thiruvananthapuram,20,Low,Location Mismatch,2025-09-25,13:44:05
TXN00008733,CUST09990,5094.72,UPI,Delhi,20,Low,New Device,2025-10-27,18:28:58
TXN00092203,CUST05498,5080.5,Credit Card,Indore,20,Low,Location Mismatch,2022-07-16,16:37:43
TXN00083423,CUST02966,5064.53,UPI,Lucknow,20,Low,Location Mismatch,2025-03-16,22:30:24
TXN00072606,CUST01027,5043.4,UPI,Visakhapatnam,20,Low,New Device,2023-02-27,13:45:53
TXN00082064,CUST03007,4940.73,Credit Card,Navi Mumbai,20,Low,New Device,2022-07-01,19:52:04
TXN00082605,CUST07592,4901.14,UPI,Pune,20,Low,Location Mismatch,2024-05-06,14:53:55
TXN00090975,CUST08524,4843.47,Wallet,Nagpur,20,Low,Location Mismatch,2023-11-18,21:18:35
TXN00055618,CUST08911,4834.73,UPI,Bengaluru,20,Low,New Device,2022-07-03,11:08:02
TXN00096115,CUST07292,4802.6,Credit Card,Bengaluru,20,Low,Location Mismatch,2023-10-12,21:39:29
TXN00001648,CUST08186,4775.17,UPI,Thane,20,Low,Location Mismatch,2024-03-14,21:56:51
TXN00050675,CUST05252,4763.36,Net Banking,Lucknow,20,Low,New Device,2025-03-14,07:57:25
TXN00095818,CUST01169,4732.99,Debit Card,Nagpur,20,Low,Location Mismatch,2024-04-24,14:57:18
TXN00051769,CUST01032,4708.48,UPI,Bengaluru,20,Low,New Device,2025-10-16,11:46:27
TXN00058640,CUST01460,4693.33,UPI,Delhi,20,Low,New Device,2021-08-12,12:42:23
TXN00091555,CUST01410,4642.85,AEPS,Pune,20,Low,New Device,2024-03-08,15:29:32
TXN00013719,CUST09097,4642.62,UPI,Bhopal,20,Low,New Device,2021-03-26,12:57:54
TXN00068300,CUST05781,4641.54,UPI,Bengaluru,20,Low,New Device,2025-01-04,21:52:57
TXN00003139,CUST02478,4637.57,UPI,Ahmedabad,20,Low,New Device,2021-05-07,14:12:07
TXN00041052,CUST05908,4629.94,UPI,Vadodara,20,Low,New Device,2024-12-28,08:17:11
TXN00060814,CUST00637,4552.85,UPI,Chennai,20,Low,New Device,2025-03-23,15:06:56
TXN00029660,CUST08242,4528.1,UPI,Delhi,20,Low,Location Mismatch,2025-03-24,07:53:44
TXN00036688,CUST08685,4524.43,UPI,Thane,20,Low,Location Mismatch,2022-11-13,08:19:07
TXN00080386,CUST03906,4512.57,UPI,Nashik,20,Low,New Device,2022-09-15,09:36:27
TXN00064627,CUST09423,4490.25,UPI,Kolkata,20,Low,New Device,2022-02-10,22:20:07
TXN00058625,CUST03545,4410.55,Debit Card,Kochi,20,Low,Location Mismatch,2024-05-18,10:02:15
TXN00048014,CUST08891,4399.95,UPI,Navi Mumbai,20,Low,Location Mismatch,2021-10-19,23:51:08
TXN00012898,CUST07249,4279.58,Net Banking,Visakhapatnam,20,Low,Location Mismatch,2024-06-11,21:47:54
TXN00046643,CUST04747,4258.98,UPI,Pune,20,Low,Location Mismatch,2025-09-16,12:43:47
TXN00098633,CUST06684,4231.81,Net Banking,Ranchi,20,Low,New Device,2021-12-21,18:31:40
TXN00001850,CUST08062,4192.94,UPI,Chennai,20,Low,Location Mismatch,2022-01-06,20:30:44
TXN00087741,CUST09055,4163.06,UPI,Noida,20,Low,Location Mismatch,2025-05-01,15:22:56
TXN00027629,CUST00727,4099.89,Wallet,Patna,20,Low,New Device,2024-09-16,22:46:36
TXN00089922,CUST05300,4080.54,Debit Card,Ahmedabad,20,Low,Location Mismatch,2021-01-24,17:16:36
TXN00082836,CUST02342,4079.71,Credit Card,Ranchi,20,Low,Location Mismatch,2021-05-04,07:48:17
TXN00083570,CUST06106,4038.49,UPI,Kochi,20,Low,New Device,2022-11-19,15:57:33
TXN00001853,CUST07073,4028.31,UPI,Jaipur,20,Low,Location Mismatch,2025-09-29,16:14:38
TXN00033519,CUST02509,3992.99,UPI,Mysuru,20,Low,Location Mismatch,2024-01-02,17:12:41
TXN00052180,CUST05711,3940.38,Credit Card,Thane,20,Low,New Device,2022-05-30,15:59:21
TXN00082328,CUST03030,3916.55,Credit Card,Indore,20,Low,Location Mismatch,2022-05-23,20:09:51
TXN00003601,CUST02049,3905.97,UPI,Aurangabad,20,Low,Location Mismatch,2022-04-24,13:01:36
TXN00074622,CUST07754,3851.89,UPI,Thane,20,Low,Location Mismatch,2024-05-17,22:43:24
TXN00051586,CUST03547,3759.07,UPI,Coimbatore,20,Low,New Device,2024-01-11,06:10:42
TXN00031363,CUST03064,3747.0,UPI,Pune,20,Low,Location Mismatch,2024-05-29,07:54:10
